"Date","Season","Plot.Type","Sample","Sample.Type","Wet.Mass","Avg..Soil.moisture","Calc..dry.mass","Avg..Temp","Day","rain","Plot","Plot.pair","Unknown","Zoraptera"
2020-02-14,"Dry","C","2S","Soil",1199.3,29.9,840.7093,27.16666667,62,0.5,"2","A",0.00836820083682008,0
2020-02-14,"Dry","W","3S","Soil",1298.5,34.26666667,853.54733329005,30,62,0.5,"3","B",0.0217391304347826,0
2020-02-14,"Dry","C","4S","Soil",1473.1,36.2,939.8378,26.73333333,62,0.5,"4","B",0.027027027027027,0
2020-02-14,"Dry","W","5S","Soil",1596.7,18.53333333,1300.77826671989,29.7,62,0.5,"5","C",0.0242718446601942,0
2020-02-14,"Dry","C","6S","Soil",1059.8,30.66666667,734.79466663134,26.16666667,62,0.5,"6","C",0.0144508670520231,0
2020-02-14,"Dry","W","7S","Soil",1282.2,24.6,966.7788,28.4,62,0.5,"7","D",0.00278551532033426,0
2020-02-14,"Dry","C","8S","Soil",1504.8,47.86666667,784.50239994984,25.83333333,62,0.5,"8","D",0.0495049504950495,0
2020-02-14,"Dry","W","9S","Soil",1718.3,30.73333333,1190.20913339061,30.4,62,0.5,"9","E",0.0254237288135593,0
2020-02-14,"Dry","C","10S","Soil",1262.7,25.33333333,942.81600004209,26.56666667,62,0.5,"10","E",0.058455114822547,0
2020-09-02,"Wet","W","1S","Soil",1554.1,42.16666667,898.78783328153,29.03333333,263,237,"1","A",0,0
2020-09-02,"Wet","C","2S","Soil",1867.2,49.66666667,939.82399993776,25.93333333,263,237,"2","A",0,0
2020-09-02,"Wet","W","3S","Soil",1680.2,43.66666667,946.51266661066,29.86666667,263,237,"3","B",0,0
2020-09-02,"Wet","C","4S","Soil",1673.1,51.26666667,815.35739994423,25.7,263,237,"4","B",0,0
2020-09-02,"Wet","W","5S","Soil",1698.1,45.83333333,919.80416672327,25.76666667,263,237,"5","C",0,0
2020-09-02,"Wet","C","6S","Soil",1449,46.53333333,774.7320000483,26.03333333,263,237,"6","C",0,0
2020-09-02,"Wet","W","7S","Soil",1317,45.96666667,711.6189999561,28.1,263,237,"7","D",0.00847457627118644,0
2020-09-02,"Wet","C","8S","Soil",1781.9,53.53333333,827.98953339273,25.43333333,263,237,"8","D",0,0
2020-09-02,"Wet","W","9S","Soil",1697,50.06666667,847.3686666101,26.63333333,263,237,"9","E",0,0
2020-09-02,"Wet","C","10S","Soil",1860.4,47.2,982.2912,25.7,263,237,"10","E",0,0
2020-10-01,"Wet","W","1S","Soil",1394.3,51,683.207,29.56666667,292,143.3,"1","A",0,0
2020-10-01,"Wet","C","2S","Soil",1778.4,45.56666667,968.04239994072,24.9,292,143.3,"2","A",0,0
2020-10-01,"Wet","W","3S","Soil",1850.7,51.2,903.1416,25.96666667,292,143.3,"3","B",0,0
2020-10-01,"Wet","C","4S","Soil",1774.1,51.56666667,859.25576660753,25,292,143.3,"4","B",0,0
2020-10-01,"Wet","W","5S","Soil",1676.4,50.73333333,825.90640005588,24.96666667,292,143.3,"5","C",0,0
2020-10-01,"Wet","C","6S","Soil",1583.5,50.33333333,786.47166671945,25.13333333,292,143.3,"6","C",0,0
2020-10-01,"Wet","W","7S","Soil",1710.4,47.43333333,899.10026672368,29.36666667,292,143.3,"7","D",0,0
2020-10-01,"Wet","C","8S","Soil",1772.9,54.16666667,812.57916660757,24.83333333,292,143.3,"8","D",0,0
2020-10-01,"Wet","W","9S","Soil",1757.2,50.3,873.3284,26.56666667,292,143.3,"9","E",0,0
2020-10-01,"Wet","C","10S","Soil",1612.4,50.16666667,803.51266661292,25.23333333,292,143.3,"10","E",0.00671140939597315,0
2020-07-01,"Wet","W","1S","Soil",1248.5,46.73333333,665.03433337495,30.03333333,200,303.3,"1","A",0,0
2020-07-01,"Wet","C","2S","Soil",1540,49.16666667,782.833333282,25.9,200,303.3,"2","A",0,0
2020-07-01,"Wet","W","7S","Soil",1379.1,48.43333333,711.15590004597,28.3,200,303.3,"7","D",0.0031055900621118,0
2020-07-01,"Wet","C","8S","Soil",1587,51.5,769.695,25.43333333,200,303.3,"8","D",0,0
2020-07-01,"Wet","W","9S","Soil",1139.1,52.93333333,536.13640003797,29.9,200,303.3,"9","E",0,0
2020-07-01,"Wet","C","10S","Soil",1475.2,50.46666667,730.71573328416,25.56666667,200,303.3,"10","E",0,0
