"Acari other","Annelida","Araneae","Blattodea","Chilopoda","Coleoptera","Dermaptera","Diplopoda","Diplura","Diptera","Entomobryomorpha","Gastropoda","Hemiptera","Hymenoptera","Isopoda","Ixodida","Lepidoptera","Neuroptera","Opiliones","Oribatida","Orthoptera","Palpigradi","Phthiraptora","Poduromorpha","Protura","Pseudoscorpiones","Psocoptera","Schizomida","Symphyla","Symphypleona","Tetramerocerata","Thysanoptera","Trichoptera","Unknown","Zoraptera","Decomposers","Fungivores","Herbivores","Predators"
0.225296442687747,0,0.00395256916996047,0.209486166007905,0,0.0118577075098814,0,0,0,0.0395256916996047,0.106719367588933,0.00395256916996047,0.00395256916996047,0.0276679841897233,0,0,0,0,0,0.245059288537549,0,0,0,0,0,0,0,0,0.00790513833992095,0.075098814229249,0,0.0276679841897233,0.00395256916996047,0.00790513833992095,0,0.209486166007905,0.185770750988142,0.0316205533596838,0.00395256916996047
0.385474860335196,0,0,0,0,0.0111731843575419,0,0,0,0.0391061452513967,0.162011173184358,0.00558659217877095,0.0167597765363128,0.0279329608938548,0,0,0,0,0.00558659217877095,0.245810055865922,0,0,0,0.0111731843575419,0,0,0.0111731843575419,0,0,0.0502793296089386,0.00558659217877095,0.00558659217877095,0,0.0167597765363128,0,0,0.23463687150838,0.0335195530726257,0.00558659217877095
0.444991789819376,0,0.00328407224958949,0,0,0.00328407224958949,0,0,0,0.00246305418719212,0.0894909688013136,0,0.00246305418719212,0.0090311986863711,0,0,0,0,0,0.416256157635468,0,0,0,0.00328407224958949,0,0.000821018062397373,0,0,0.00492610837438424,0.0180623973727422,0,0.000821018062397373,0,0.000821018062397373,0,0,0.110837438423645,0.00328407224958949,0.00410509031198686
0.323275862068966,0,0.0014367816091954,0,0,0.0359195402298851,0,0.00431034482758621,0,0.0014367816091954,0.109195402298851,0,0.00574712643678161,0.158045977011494,0.00718390804597701,0,0,0,0.0028735632183908,0.293103448275862,0.0014367816091954,0,0,0,0,0.0114942528735632,0.0028735632183908,0,0.0014367816091954,0.021551724137931,0.00862068965517241,0.00574712643678161,0,0.00431034482758621,0,0.0114942528735632,0.139367816091954,0.014367816091954,0.0158045977011494
0.461960784313726,0,0.000784313725490196,0,0,0.00705882352941176,0,0.00235294117647059,0.000784313725490196,0.00313725490196078,0.0988235294117647,0,0.00941176470588235,0.047843137254902,0,0,0,0,0.00156862745098039,0.303529411764706,0,0,0,0.0125490196078431,0,0,0,0,0.00862745098039216,0.0368627450980392,0,0.000784313725490196,0,0.00392156862745098,0,0.00235294117647059,0.148235294117647,0.0101960784313725,0.00313725490196078
0.51698670605613,0,0.00443131462333826,0,0,0.0125553914327917,0,0.00443131462333826,0.00147710487444609,0.00295420974889217,0.0849335302806499,0,0.0147710487444609,0.0472673559822747,0.00147710487444609,0.000738552437223043,0,0,0.00369276218611521,0.276218611521418,0,0,0,0.0051698670605613,0.00221565731166913,0.00590841949778434,0,0,0,0.00443131462333826,0.00443131462333826,0.000738552437223043,0,0.00443131462333826,0.000738552437223043,0.00590841949778434,0.101181683899557,0.0155096011816839,0.0155096011816839
0.520224387363448,0.000295246530853262,0.00501919102450546,0,0,0.00413345143194567,0,0.00147623265426631,0,0.00177147918511957,0.0543253616770003,0,0.00118098612341305,0.00206672571597284,0,0,0.000295246530853262,0,0.000885739592559787,0.379982285208149,0,0,0,0.0177147918511957,0,0.000885739592559787,0.000295246530853262,0,0.00147623265426631,0.00383820490109241,0,0.0023619722468261,0.000295246530853262,0.00147623265426631,0,0.00177147918511957,0.0758783584292885,0.00383820490109241,0.00679067020962504
0.284602076124567,0.00173010380622837,0.00778546712802768,0.00692041522491349,0,0.0224913494809689,0,0.00519031141868512,0,0.00692041522491349,0.0934256055363322,0,0.00778546712802768,0.220588235294118,0.0121107266435986,0,0,0,0.000865051903114187,0.277681660899654,0,0,0,0.00692041522491349,0,0.00692041522491349,0.000865051903114187,0,0.000865051903114187,0.0294117647058823,0.000865051903114187,0.000865051903114187,0,0.00519031141868512,0,0.0259515570934256,0.130622837370242,0.00951557093425605,0.0155709342560554
0.44603825136612,0,0.000683060109289617,0,0,0.00273224043715847,0,0.000341530054644809,0,0.00239071038251366,0.0799180327868853,0,0.00136612021857923,0.0430327868852459,0,0,0.000341530054644809,0,0.000683060109289617,0.400956284153005,0,0,0,0.00717213114754098,0,0,0.000341530054644809,0,0.00819672131147541,0.00239071038251366,0.000341530054644809,0.000341530054644809,0,0.00273224043715847,0,0.000341530054644809,0.0898224043715847,0.00204918032786885,0.00136612021857923
0.530128639133378,0,0.004062288422478,0.002708192281652,0.002031144211239,0.004739336492891,0,0.002708192281652,0.002031144211239,0.002031144211239,0.045362220717671,0.001354096140826,0.000677048070412999,0.188219363574814,0.00609343263371699,0.000677048070412999,0.001354096140826,0,0.002708192281652,0.167907921462424,0,0,0,0.002031144211239,0.004739336492891,0.00744752877454299,0.002031144211239,0,0.002031144211239,0.00541638456330399,0.00677048070412999,0.000677048070412999,0,0.004062288422478,0,0.011509817197021,0.0656736628300609,0.003385240352065,0.018280297901151
0.724534986713906,0,0.000885739592559787,0,0,0.00885739592559787,0,0,0,0.00265721877767936,0.0212577502214349,0,0.0256864481842338,0.016829052258636,0,0,0.000885739592559787,0,0,0.140832595217006,0,0,0,0.00265721877767936,0,0,0.0345438441098317,0,0.00442869796279894,0.00354295837023915,0,0.0070859167404783,0,0.00531443755535873,0,0,0.0274579273693534,0.0673162090345438,0.000885739592559787
0.606305578011318,0,0.000404203718674212,0,0,0.0105092966855295,0,0,0,0.00323362974939369,0.0194017784963622,0,0.00282942603071948,0.049717057396928,0,0,0.00121261115602264,0,0,0.274050121261116,0,0,0,0.00808407437348424,0,0,0.00161681487469685,0,0.000404203718674212,0.00404203718674212,0.00161681487469685,0.0129345189975748,0,0.00363783346806791,0,0,0.0331447049312854,0.0173807599029911,0.000404203718674212
0.577483443708609,0,0.00165562913907285,0,0,0.0225165562913907,0,0,0,0.0337748344370861,0.0129139072847682,0,0.00231788079470199,0.00794701986754967,0,0,0.000662251655629139,0,0.00033112582781457,0.312251655629139,0,0,0,0.00132450331125828,0,0,0.00132450331125828,0,0.000662251655629139,0.00463576158940397,0,0.0188741721854305,0,0.00132450331125828,0,0,0.0188741721854305,0.0225165562913907,0.00198675496688742
0.590558469608146,0,0.00215982721382289,0,0.000308546744831842,0.0185128046899105,0,0.000308546744831842,0.000308546744831842,0.0114162295587782,0.0120333230484418,0,0.00863930885529158,0.00462820117247763,0.000617093489663684,0,0.00123418697932737,0,0.000308546744831842,0.30145016970071,0,0,0,0.00123418697932737,0,0.000308546744831842,0.0209811786485653,0,0,0.00431965442764579,0.0037025609379821,0.0132675100277692,0,0.0037025609379821,0,0.000925640234495526,0.0212897253933971,0.042887997531626,0.00339401419315026
0.267489711934156,0,0.0164609053497942,0.238683127572016,0.00411522633744856,0.00823045267489712,0,0,0,0.00823045267489712,0.119341563786008,0,0.0123456790123457,0.0617283950617284,0.00411522633744856,0,0.00411522633744856,0,0.00411522633744856,0.164609053497942,0,0,0,0.0329218106995885,0,0,0.00411522633744856,0,0.00411522633744856,0.0205761316872428,0,0.0164609053497942,0.00411522633744856,0.00411522633744856,0,0.242798353909465,0.172839506172839,0.0329218106995885,0.0246913580246914
0.48282967032967,0,0.00343406593406593,0,0.000686813186813187,0.00755494505494505,0,0.00206043956043956,0.000686813186813187,0.00824175824175824,0.0865384615384616,0,0.00343406593406593,0.0604395604395604,0.00206043956043956,0,0.00137362637362637,0,0.00137362637362637,0.285714285714286,0,0,0,0.0233516483516484,0,0.00206043956043956,0.00343406593406593,0,0,0.00274725274725275,0,0.018543956043956,0,0.00343406593406593,0,0.00412087912087912,0.112637362637363,0.0254120879120879,0.00824175824175824
0.683912119064493,0,0.00070871722182849,0.0127569099929128,0.00023623907394283,0.00070871722182849,0,0,0.00047247814788566,0.00118119536971415,0.00897708480982755,0,0.00165367351759981,0.00330734703519962,0.00023623907394283,0,0.00023623907394283,0,0.00047247814788566,0.265532719111741,0.00023623907394283,0,0,0.00779588944011339,0,0.000944956295771321,0.00165367351759981,0,0.000944956295771321,0.00070871722182849,0,0.00496102055279943,0,0.0023623907394283,0,0.0129931490668557,0.0174816914717694,0.00826836758799905,0.00283486888731396
0.425893635571055,0,0.0021795989537925,0.0004359197907585,0,0.00828247602441151,0,0.002615518744551,0,0.000871839581517001,0.106800348735833,0,0.0021795989537925,0.0998256320836966,0.001743679163034,0,0.0004359197907585,0,0,0.291630340017437,0,0,0,0.024411508282476,0.0004359197907585,0.000871839581517001,0.0021795989537925,0,0.0004359197907585,0.016564952048823,0.0013077593722755,0.00784655623365301,0,0.0030514385353095,0,0.0047951176983435,0.149520488230166,0.012205754141238,0.0030514385353095
0.597133272339128,0,0.000914913083257091,0,0,0.00579444952729491,0,0.000304971027752364,0,0.006709362610552,0.0225678560536749,0,0.00121988411100945,0.0195181457761513,0,0,0.000609942055504727,0.000304971027752364,0,0.297346752058554,0.000304971027752364,0,0,0.010064043915828,0,0.000609942055504727,0.00182982616651418,0,0.000304971027752364,0.010064043915828,0.000609942055504727,0.0216529429704178,0,0.00213479719426655,0,0.000304971027752364,0.0433058859408356,0.0247026532479414,0.00152485513876182
0.732104121475054,0,0.00108459869848156,0,0,0.00253073029645698,0,0.000723065798987708,0,0.00253073029645698,0.049530007230658,0,0,0.0513376717281273,0.000361532899493854,0,0.000723065798987708,0.000361532899493854,0,0.144251626898048,0,0,0,0.00397686189443239,0,0,0.00108459869848156,0,0,0.00216919739696312,0.00325379609544469,0.00144613159797542,0,0.00253073029645698,0,0.00108459869848156,0.0589298626174982,0.00253073029645698,0.00108459869848156
