"Date","Season","Plot.Type","Sample","Sample.Type","Wet.Mass","Avg..Soil.moisture","Calc..dry.mass","Avg..Temp","Day","rain","Plot","Plot.pair","taxa","abundance","J","shannon","simpson","invsimp","diff.shannon","diff.moisture","monthly.mean.abundance","monthly.mean.taxa","monthly.mean.shannon","monthly.mean.J","monthly.mean.simpson","monthly.mean.invsimp","integer.abundance"
2020-01-16,"Dry","W","3L","Litter",385.2,33.96666667,192.6,33.06666667,33,46,"3","B",13,6323.98753894081,0.460073584193825,1.18006544416298,0.619602198112335,2.62882696755253,32.3888105915114,21.7357910829493,11171.2954366511,15.6,1.37920710888646,0.507466045884187,0.666027772597789,3.28848204663939,6324
2020-01-16,"Dry","C","4L","Litter",280.2,43.4,140.1,27.7,33,46,"4","B",18,4967.88008565311,0.603856592505753,1.74537004079804,0.768567972031175,4.32092311844887,32.3888105915114,21.7357910829493,7355.39614420665,19.4,1.62705610875165,0.556280136335494,0.718644301426079,3.70986031022741,4968
2020-01-16,"Dry","W","5L","Litter",485,30.33333333,242.5,30.9,33,46,"5","C",15,5257.73195876289,0.535570285634084,1.45035121971575,0.678138756277513,3.10692890027546,-2.90218881888952,22.8813559341425,11171.2954366511,15.6,1.37920710888646,0.507466045884187,0.666027772597789,3.28848204663939,5258
2020-01-16,"Dry","C","6L","Litter",270.5,39.33333333,135.25,26.9,33,46,"6","C",20,10011.0905730129,0.470484774509214,1.40944642321302,0.64327633421092,2.80329032218252,-2.90218881888952,22.8813559341425,7355.39614420665,19.4,1.62705610875165,0.556280136335494,0.718644301426079,3.70986031022741,10011
2020-01-16,"Dry","W","7L","Litter",272.1,32.86666667,136.05,27.76666667,33,46,"7","D",19,24895.2590959206,0.372101714581501,1.09563079262844,0.58039938016724,2.38321859581277,39.0324910570019,25.4724111791383,11171.2954366511,15.6,1.37920710888646,0.507466045884187,0.666027772597789,3.28848204663939,24895
2020-01-16,"Dry","C","8L","Litter",306.5,44.1,153.25,26.6,33,46,"8","D",20,7543.23001631321,0.599877787126981,1.79707324708445,0.780368998109641,4.55309128216428,39.0324910570019,25.4724111791383,7355.39614420665,19.4,1.62705610875165,0.556280136335494,0.718644301426079,3.70986031022741,7543
2020-01-16,"Dry","W","9L","Litter",342.7,35.03333333,171.35,32.76666667,33,46,"9","E",17,17087.8319229647,0.429485319536119,1.21682353838598,0.629884593732408,2.70185996871744,16.1728383068623,0.755429660056655,11171.2954366511,15.6,1.37920710888646,0.507466045884187,0.666027772597789,3.28848204663939,17088
2020-01-16,"Dry","C","10L","Litter",252.1,35.3,126.05,26.86666667,33,46,"10","E",25,11717.572391908,0.450960618445669,1.45158623268238,0.650168843274529,2.85852183481972,16.1728383068623,0.755429660056655,7355.39614420665,19.4,1.62705610875165,0.556280136335494,0.718644301426079,3.70986031022741,11718
2020-03-16,"Dry","W","1L","Litter",334.4,31.06666667,167.2,29.03333333,93,12.2,"1","A",14,6752.39234449761,0.392392536565573,1.0355463997097,0.446583973566542,1.8069588740402,7.54027067371042,28.5823754712644,13317.4127868545,17.6,1.23816384584253,0.433413422553451,0.568980573873382,2.76349341716663,6752
2020-03-16,"Dry","C","2L","Litter",302.2,43.5,151.1,25.26666667,93,12.2,"2","A",15,16373.2627399073,0.413580671921546,1.11999722176913,0.55079461343186,2.22615318048576,7.54027067371042,28.5823754712644,16307.8837380468,18,1.24049095499254,0.428755849937638,0.584378857803807,2.54520873094377,16373
2020-03-16,"Dry","W","3L","Litter",382,35.83333333,191,29.06666667,93,12.2,"3","B",15,15811.5183246073,0.417107149787093,1.12954710086211,0.565593800350386,2.30199292921368,1.48674347001701,-7.39260737188885,13317.4127868545,17.6,1.23816384584253,0.433413422553451,0.568980573873382,2.76349341716663,15812
2020-03-16,"Dry","C","4L","Litter",354.7,33.36666667,177.35,25.96666667,93,12.2,"4","B",20,18274.598252044,0.382742484230691,1.14659401247011,0.555713498019123,2.25079986797132,1.48674347001701,-7.39260737188885,16307.8837380468,18,1.24049095499254,0.428755849937638,0.584378857803807,2.54520873094377,18275
2020-03-16,"Dry","W","5L","Litter",361.8,23.7,180.9,28.7,93,12.2,"5","C",19,1343.28358208955,0.693018197227399,2.04054979318801,0.822416501605082,5.63115384615385,-38.6609588309321,37.7408056096549,13317.4127868545,17.6,1.23816384584253,0.433413422553451,0.568980573873382,2.76349341716663,1343
2020-03-16,"Dry","C","6L","Litter",331.5,38.06666667,165.75,25.2,93,12.2,"6","C",19,8784.3137254902,0.499793311015821,1.47161090648164,0.670769131391122,3.0373822607381,-38.6609588309321,37.7408056096549,16307.8837380468,18,1.24049095499254,0.428755849937638,0.584378857803807,2.54520873094377,8784
2020-03-16,"Dry","W","7L","Litter",362.1,29.26666667,181.05,28.36666667,93,12.2,"7","D",21,23380.2816901408,0.284275562308332,0.865483327944159,0.458852324154976,1.84792441072293,43.4657123660091,34.4286781056332,13317.4127868545,17.6,1.23816384584253,0.433413422553451,0.568980573873382,2.76349341716663,23380
2020-03-16,"Dry","C","8L","Litter",280.7,44.63333333,140.35,25.3,93,12.2,"8","D",20,16344.852155326,0.511026926355303,1.53089985593768,0.709395455655232,3.44110241722035,43.4657123660091,34.4286781056332,16307.8837380468,18,1.24049095499254,0.428755849937638,0.584378857803807,2.54520873094377,16345
2020-03-16,"Dry","W","9L","Litter",339.8,24,169.9,28.56666667,93,12.2,"9","E",19,19299.587992937,0.380273666878858,1.11969260750866,0.551456269689923,2.22943702570249,-19.9645657607718,33.7626494879267,13317.4127868545,17.6,1.23816384584253,0.433413422553451,0.568980573873382,2.76349341716663,19300
2020-03-16,"Dry","C","10L","Litter",254.2,36.23333333,127.1,25.63333333,93,12.2,"10","E",16,21762.3918174666,0.336635856164831,0.933352778304143,0.435221590521698,1.77060592830332,-19.9645657607718,33.7626494879267,16307.8837380468,18,1.24049095499254,0.428755849937638,0.584378857803807,2.54520873094377,21762
