"Date","Season","Plot.Type","Sample","Sample.Type","Wet.Mass","Avg..Soil.moisture","Calc..dry.mass","Avg..Temp","Day","rain","Plot","Plot.pair","Acari other","Annelida","Araneae","Blattodea","Chilopoda","Coleoptera","Dermaptera","Diplopoda","Diplura","Diptera","Entomobryomorpha","Gastropoda","Hemiptera","Hymenoptera","Isopoda","Ixodida","Lepidoptera","Neuroptera","Opiliones","Oribatida","Orthoptera","Palpigradi","Phthiraptora","Poduromorpha","Protura","Pseudoscorpiones","Psocoptera","Schizomida","Symphyla","Symphypleona","Tetramerocerata","Thysanoptera","Trichoptera","Unknown","Zoraptera","Decomposers","Fungivores","Herbivores","Predators"
2020-01-16,"Dry","C","2S","Soil",1361.2,36.76666667,860.73213328796,26.23333333,33,46,"2","A",37.1776523292576,0,0,0,1.1618016352893,8.1326114470251,0,0,4.6472065411572,5.8090081764465,13.9416196234716,0,9.2944130823144,19.7506277999181,0,0,0,0,0,38.3394539645469,0,0,0,1.1618016352893,17.4270245293395,0,0,0,1.1618016352893,11.618016352893,2.3236032705786,0,0,3.4854049058679,0,0,46.472065411572,9.2944130823144,5.8090081764465
2020-01-16,"Dry","W","3S","Soil",1503.1,37.5,939.4375,30.7,33,46,"3","B",63.8680061206839,0,1.06446676867807,0,0,9.58020091810259,0,0,0,1.06446676867807,24.4827356795955,0,1.06446676867807,76.6416073448207,0,0,0,0,2.12893353735613,107.511143636485,0,0,0,0,0,0,0,0,3.1934003060342,12.7736012241368,0,0,0,4.25786707471226,0,0,37.2563369037323,1.06446676867807,3.1934003060342
2020-01-16,"Dry","C","4S","Soil",1450.8,36.86666667,915.93839995164,26.3,33,46,"4","B",21.8355295520484,0,0,0,1.09177647760242,5.45888238801211,0,0,0,0,6.55065886561453,0,8.73421182081938,105.902318327435,0,0,0,0,0,43.6710591040969,0,0,0,1.09177647760242,2.18355295520484,1.09177647760242,0,0,1.09177647760242,2.18355295520484,0,0,0,1.09177647760242,0,0,12.0095412536266,8.73421182081938,2.18355295520484
2020-01-16,"Dry","W","5S","Soil",1609.1,35.93333333,1030.89673338697,30.33333333,33,46,"5","C",41.7112583708799,0,0.970029264439068,0,0,4.85014632219534,0,1.94005852887814,0,3.88011705775627,31.0409364620502,0,1.94005852887814,7.76023411551254,0,0,0,0,0,75.6622826262473,0,0,0,0,0,0,0,0,7.76023411551254,23.2807023465376,1.94005852887814,0,0,4.85014632219534,0,1.94005852887814,56.2616973374659,1.94005852887814,0.970029264439068
2020-01-16,"Dry","C","6S","Soil",1417.7,35.76666667,910.63596661941,26.1,33,46,"6","C",30.7477422662598,0,0,0,0,20.864539394962,0,0,3.29440095709927,1.09813365236642,20.864539394962,0,17.5701384378628,4.39253460946569,0,0,0,0,0,54.9066826183211,0,0,2.19626730473284,2.19626730473284,18.6682720902292,0,0,0,3.29440095709927,16.4720047854963,7.68693556656496,0,0,2.19626730473284,0,0,65.8880191419853,17.5701384378628,3.29440095709927
2020-01-16,"Dry","W","7S","Soil",1435.4,31.73333333,979.89973338118,29.66666667,33,46,"7","D",87.764081436428,0,1.02051257484219,0,0,6.12307544905312,0,0,3.06153772452656,0,19.3897389220015,0,2.04102514968437,19.3897389220015,0,0,0,0,0,148.994835926959,0,0,0,0,0,0,0,0,0,8.16410059873749,3.06153772452656,0,0,4.08205029936874,0,0,30.6153772452656,2.04102514968437,4.08205029936874
2020-01-16,"Dry","C","8S","Soil",1567.6,43.16666667,890.91933328108,25.96666667,33,46,"8","D",35.9179544147396,0,0,0,0,19.0814132828304,0,1.12243607546061,4.48974430184245,1.12243607546061,10.1019246791455,0,4.48974430184245,35.9179544147396,0,0,0,0,0,30.3057740374365,0,0,0,3.36730822638183,1.12243607546061,0,0,0,0,5.61218037730306,3.36730822638183,0,0,1.12243607546061,0,1.12243607546061,23.5711575846728,4.48974430184245,4.48974430184245
2020-01-16,"Dry","W","9S","Soil",1532.7,35.1,994.7223,30.5,33,46,"9","E",37.1963109704085,1.00530570190293,0,0,0,8.04244561522346,0,0,0,0,20.1061140380587,0,1.00530570190293,19.1008083361557,0,0,0,0,0,57.3024250084672,0,0,0,1.00530570190293,0,0,0,0,7.03713991332053,18.0955026342528,3.0159171057088,0,0,0,0,1.00530570190293,42.2228394799232,1.00530570190293,0
2020-01-16,"Dry","C","10S","Soil",1460.7,32,993.276,26.3,33,46,"10","E",24.1624684377756,0,0,4.0270780729626,1.00676951824065,16.1083122918504,0,0,5.03384759120325,0,5.03384759120325,0,1.00676951824065,21.1421598830537,0,0,0,0,0,8.0541561459252,0,0,0,0,13.0880037371284,0,0,0,2.0135390364813,3.02030855472195,3.02030855472195,0,0,3.02030855472195,0,4.0270780729626,24.1624684377756,1.00676951824065,6.0406171094439
2020-03-16,"Dry","W","1S","Soil",1458.4,34.16666667,960.11333328472,29.83333333,93,12.2,"1","A",148.940750057883,0,0,2.08308741339696,0,1.04154370669848,0,0,0,0,13.5400681870802,0,89.5727587760693,79.1573217090845,0,0,0,0,0,59.3679912818133,0,0,0,1.04154370669848,0,0,0,0,5.2077185334924,1.04154370669848,1.04154370669848,2.08308741339696,0,2.08308741339696,0,2.08308741339696,16.6646993071757,91.6558461894662,0
2020-03-16,"Dry","C","2S","Soil",1600.7,38.1,990.8333,26.03333333,93,12.2,"2","A",359.293536056973,0,1.00925150577802,0,1.00925150577802,11.1017665635582,0,1.00925150577802,4.03700602311206,4.03700602311206,26.2405391502284,0,93.8603900373554,17.1572755982263,0,0,0,0,0,59.5458388409029,0,0,0,1.00925150577802,20.1850301155603,0,0,0,0,0,9.08326355200214,6.05550903466809,0,0,0,1.00925150577802,56.5180843235689,99.9158990720235,6.05550903466809
2020-03-16,"Dry","W","3S","Soil",1739.2,26.26666667,1282.37013327536,30.16666667,93,12.2,"3","B",80.3200240923602,0.779806059149128,0,0,0,4.67883635489477,0,0,1.55961211829826,2.33941817744738,11.6970908872369,0,3.11922423659651,40.5499150757546,2.33941817744738,0,0,0,0,158.300630007273,0,0,0,0,1.55961211829826,0,0,0,3.11922423659651,3.89903029574564,0,0,0,3.89903029574564,0,3.11922423659651,17.1557333012808,3.11922423659651,1.55961211829826
2020-03-16,"Dry","C","4S","Soil",1505.8,32.63333333,1014.40726671686,26,93,12.2,"4","B",105.48031694046,0,0,0,0,12.8153656095886,0,0,2.95739206375121,0,14.7869603187561,0,12.8153656095886,11.8295682550048,0,0,0,0,0,32.5313127012633,0,0,0,0,6.90058148208616,0.985797354583737,0,0,2.95739206375121,0.985797354583737,4.92898677291869,0.985797354583737,0,2.95739206375121,0,0,27.6023259283446,13.8011629641723,3.94318941833495
2020-03-16,"Dry","W","5S","Soil",1750.4,25.73333333,1299.96373339168,30.33333333,93,12.2,"5","C",164.619977083254,0.769252229361001,3.077008917444,3.84626114680501,0,1.538504458722,0,1.538504458722,0.769252229361001,2.307756688083,13.846540128498,0,16.154296816581,8.46177452297101,0,0,0,0,0,100.772042046291,0,0,0,1.538504458722,3.077008917444,0,0.769252229361001,0,5.38476560552701,0.769252229361001,9.23102675233201,2.307756688083,0,6.15401783488801,0,6.15401783488801,28.462332486357,19.231305734025,3.84626114680501
2020-03-16,"Dry","C","6S","Soil",1852.8,35.73333333,1190.73280006176,25.33333333,93,12.2,"6","C",33.5927590118667,0,0.839818975296668,0,0,5.03891385178001,0,0,1.67963795059334,1.67963795059334,15.11674155534,0,1.67963795059334,42.8307677401301,0,0,0,0,0,9.23800872826335,0,0,0,0,4.19909487648334,0.839818975296668,0,0,0,1.67963795059334,0,0,0,0,0,0,20.9954743824167,1.67963795059334,3.35927590118667
2020-03-16,"Dry","W","7S","Soil",1378.5,28.23333333,989.30350004595,29.5,93,12.2,"7","D",418.476230985507,1.01081215213891,0,5.05406076069453,1.01081215213891,2.02162430427781,0,0,1.01081215213891,0,32.345988868445,0,48.5189833026675,39.4216739334174,0,0,0,0,0,207.216491188476,0,0,0,0,0,0,0,0,4.04324860855563,2.02162430427781,1.01081215213891,0,0,14.1513701299447,0,6.06487291283344,35.3784253248617,48.5189833026675,2.02162430427781
2020-03-16,"Dry","C","8S","Soil",1722.3,40.76666667,1020.17569994259,25.43333333,93,12.2,"8","D",84.2992045437267,0,0,1.96044661729597,0.980223308647985,16.6637962470157,0,0.980223308647985,0.980223308647985,0.980223308647985,31.3671458767355,0,1.96044661729597,132.330146667478,0,0,0,0,0,15.6835729383678,0,0,0,1.96044661729597,2.94066992594396,2.94066992594396,0.980223308647985,0,1.96044661729597,5.88133985188791,3.92089323459194,0,0,0,0,2.94066992594396,46.0704955064553,2.94066992594396,4.90111654323993
2020-03-16,"Dry","W","9S","Soil",1267.3,28.53333333,905.69706670891,30.3,93,12.2,"9","E",110.412193740868,0,1.10412193740868,0,0,3.31236581222604,0,4.41648774963472,0,3.31236581222604,11.0412193740868,0,0,25.3948045603996,0,0,0,0,0,156.785315112033,0,0,0,0,0,0,0,0,4.41648774963472,3.31236581222604,1.10412193740868,3.31236581222604,0,2.20824387481736,0,4.41648774963472,15.4577071237215,3.31236581222604,1.10412193740868
2020-03-16,"Dry","C","10S","Soil",1496.8,29.26666667,1058.73653328344,25.6,93,12.2,"10","E",59.5048891008033,0,0,0,0,5.6671322953146,0,0,2.8335661476573,3.7780881968764,22.6685291812584,0,9.44522049219099,25.5020953289157,0.944522049219099,0,0,0,0,24.5575732796966,0,0,0,0,6.6116543445337,1.8890440984382,0,0,0,0.944522049219099,4.7226102460955,0,0,1.8890440984382,0,0.944522049219099,34.9473158211067,9.44522049219099,4.7226102460955
2020-06-01,"Wet","W","1S","Soil",1480.8,41.33333333,868.73600004936,30.4,170,261.6,"1","A",111.656475608802,0,5.75548843344343,0,0,0,0,0,0,0,23.0219537337737,0,19.5686606737077,18.417562987019,0,0,0,0,0,77.1235450081419,0,0,0,1.15109768668869,1.15109768668869,0,0,0,14.9642699269529,9.20878149350948,1.15109768668869,0,0,1.15109768668869,0,0,35.6840282873492,19.5686606737077,5.75548843344343
2020-06-01,"Wet","C","2S","Soil",1476.7,41.7,860.9161,26.73333333,170,261.6,"2","A",85.9549496170417,0,0,0,1.16155337320327,1.16155337320327,0,8.13087361242286,8.13087361242286,1.16155337320327,78.9856293778221,0,13.9386404784392,22.0695140908621,0,0,0,0,0,32.5234944496914,0,1.16155337320327,0,1.16155337320327,1.16155337320327,0,0,0,6.96932023921959,8.13087361242286,2.32310674640653,0,0,1.16155337320327,0,8.13087361242286,91.762716483058,13.9386404784392,10.4539803588294
2020-06-01,"Wet","W","3S","Soil",1668.8,40.46666667,993.49226661104,30.36666667,170,261.6,"3","B",54.3537195153039,0,10.0655036139452,0,0,2.01310072278903,0,7.04585252976162,1.00655036139452,0,49.3209677083313,0,9.05895325255065,67.4388742134326,0,0,0,0,0,59.3864713222765,0,0,0,1.00655036139452,0,0,0,0,31.20306120323,8.05240289115614,1.00655036139452,0,0,0,0,7.04585252976162,59.3864713222765,9.05895325255065,11.0720539753397
2020-06-01,"Wet","C","4S","Soil",1713.5,45.1,940.7115,26.23333333,170,261.6,"4","B",52.0882332149655,0,2.12605033530471,0,0,6.37815100591414,0,1.06302516765236,9.56722650887121,0,44.647057041399,0,12.7563020118283,88.2310889151456,2.12605033530471,0,0,0,0,32.9537801972231,0,1.06302516765236,0,4.25210067060943,0,0,0,0,2.12605033530471,2.12605033530471,1.06302516765236,0,0,2.12605033530471,0,3.18907550295707,52.0882332149655,12.7563020118283,12.7563020118283
2020-06-01,"Wet","W","5S","Soil",1809.8,39.36666667,1097.34206660634,30.16666667,170,261.6,"5","C",70.1695509023286,0,0.91129286886141,0,0,0,0,2.73387860658423,0,0,47.3872291807933,0,1.82258573772282,18.2258573772282,0,0,0,0,0,59.2340364759917,0,0,0,0,1.82258573772282,0,0,0,0.91129286886141,6.37905008202987,0,0,0,0,0,2.73387860658423,55.588865000546,1.82258573772282,0.91129286886141
2020-06-01,"Wet","C","6S","Soil",1537.4,40.16666667,919.87766661542,26.46666667,170,261.6,"6","C",114.145612846907,0,1.08710107473245,0,2.1742021494649,6.52260644839469,0,14.1323139715218,10.8710107473245,1.08710107473245,22.8291225693814,0,33.7001333167059,138.061836491021,2.1742021494649,0,0,0,1.08710107473245,50.0066494376926,0,1.08710107473245,0,0,11.9581118220569,0,0,0,7.60970752312714,5.43550537366224,5.43550537366224,0,0,1.08710107473245,0,16.3065161209867,45.6582451387628,33.7001333167059,16.3065161209867
2020-06-01,"Wet","W","7S","Soil",1450.1,35.83333333,930.48083338167,28.56666667,170,261.6,"7","D",126.816153290498,0,1.07471316347879,1.07471316347879,0,3.22413949043638,0,0,8.59770530783036,0,41.913813375673,0,77.3793477704732,37.6149607217578,0,0,0,0,0,164.431114012256,0,0,0,0,1.07471316347879,0,1.07471316347879,0,15.0459842887031,15.0459842887031,0,0,0,1.07471316347879,0,1.07471316347879,58.0345108278549,78.454060933952,9.67241847130915
2020-06-01,"Wet","C","8S","Soil",1810.5,48.96666667,923.95849993965,26.06666667,170,261.6,"8","D",40.0450886077857,0,1.08229969210231,0,0,3.24689907630694,0,0,3.24689907630694,2.16459938420463,33.5512904551718,0,6.49379815261389,22.7282935341486,3.24689907630694,0,0,0,0,36.7981895314787,0,0,0,6.49379815261389,0,1.08229969210231,0,0,0,16.2344953815347,0,0,0,1.08229969210231,0,3.24689907630694,56.2795839893204,6.49379815261389,5.41149846051157
2020-06-01,"Wet","W","9S","Soil",1596.1,39.1,972.0249,30.13333333,170,261.6,"9","E",60.6980335586053,0,1.02878022980687,0,0,3.08634068942061,0,14.4029232172962,3.08634068942061,3.08634068942061,31.892187124013,0,3.08634068942061,50.4102312605366,1.02878022980687,0,0,0,0,80.2448579249359,0,0,0,0,0,0,0,0,34.9785278134336,32.9209673538198,1.02878022980687,0,0,0,0,15.4317034471031,65.8419347076397,3.08634068942061,4.11512091922748
2020-06-01,"Wet","C","10S","Soil",1292.8,36.03333333,826.96106670976,26.5,170,261.6,"10","E",124.552417455162,0,0,1.20924677140934,1.20924677140934,8.46472739986537,0,3.62774031422802,7.25548062845603,3.62774031422802,22.9756886567774,0,37.4866499136895,31.4404160566428,0,0,0,0,0,29.0219225138241,0,3.62774031422802,0,3.62774031422802,15.7202080283214,2.41849354281868,0,0,3.62774031422802,6.04623385704669,6.04623385704669,0,0,1.20924677140934,0,4.83698708563735,54.4161047134202,37.4866499136895,14.5109612569121
2020-08-03,"Wet","W","1S","Soil",1634.7,43.9,917.0667,29.96666667,233,222.3,"1","A",30.5321303237812,0,2.18086645169866,0,0,9.81389903264397,0,3.27129967754799,2.18086645169866,1.09043322584933,62.1546938734118,0,105.772022907385,10.9043322584933,1.09043322584933,0,0,0,0,63.2451270992611,0,0,0,0,0,0,0,0,11.9947654843426,11.9947654843426,1.09043322584933,0,0,0,0,4.36173290339732,75.2398925836038,105.772022907385,4.36173290339732
2020-08-03,"Wet","C","2S","Soil",1845.5,45.43333333,1007.02783339485,27.16666667,233,222.3,"2","A",49.6510606180984,0,0,0,0,1.98604242472394,0,0,3.97208484944787,0,21.8464666719633,0,14.8953181854295,16.8813606101535,0,0,0,0,0,25.8185515214112,0,0.993021212361968,0,0,0,0,0,0,3.97208484944787,10.9232333359816,9.93021212361968,0,0,0,0,0,42.6999121315646,14.8953181854295,4.96510606180984
2020-08-03,"Wet","W","3S","Soil",1900.5,48.83333333,972.42250006335,29.96666667,233,222.3,"3","B",18.5104725557331,0,4.11343834571846,1.02835958642962,1.02835958642962,7.19851710500731,0,3.08507875928885,7.19851710500731,0,88.438924432947,0,114.147914093687,77.1269689822212,0,1.02835958642962,0,0,0,48.332900562192,0,0,0,1.02835958642962,0,0,0,0,6.1701575185777,27.7657088335996,0,0,0,0,0,4.11343834571846,117.232992852976,114.147914093687,12.3403150371554
2020-08-03,"Wet","C","4S","Soil",1878.4,49.53333333,947.96586672928,26.8,233,222.3,"4","B",37.9760508932764,0,1.05489030259101,7.38423211813707,2.10978060518202,13.7135739336831,0,4.21956121036404,9.49401272331909,0,59.0738569450966,0,22.1526963544112,58.0189666425056,2.10978060518202,0,0,0,0,47.4700636165955,0,0,0,7.38423211813707,2.10978060518202,0,1.05489030259101,1.05489030259101,18.9880254466382,25.3173672621843,6.32934181554606,0,0,0,0,13.7135739336831,100.214578746146,23.2075866570022,13.7135739336831
2020-08-03,"Wet","W","7S","Soil",1786.6,47.26666667,942.13373327378,30.3,233,222.3,"7","D",27.596931392801,3.18426131455396,4.24568175273862,1.06142043818465,0,6.36852262910793,0,5.30710219092327,5.30710219092327,1.06142043818465,54.1324423474174,0,39.2725562128322,67.9309080438179,2.12284087636931,0,0,0,0,125.247611705789,0,0,0,0,0,0,0,0,3.18426131455396,12.7370452582159,0,0,0,0,0,11.6756248200312,66.8694876056332,39.2725562128322,9.55278394366189
2020-08-03,"Wet","C","8S","Soil",2161.9,50.83333333,1062.93416673873,26.43333333,233,222.3,"8","D",13.1710885190138,0,0.940792037072415,0,0,4.70396018536208,0,1.88158407414483,2.82237611121725,0.940792037072415,30.1053451863173,0,3.76316814828966,126.066132967704,0.940792037072415,0,0,0,0,30.1053451863173,0,0,0,2.82237611121725,2.82237611121725,0,0.940792037072415,0,0.940792037072415,31.9869292604621,0.940792037072415,0,0,0,0,2.82237611121725,68.6778187062863,4.70396018536208,3.76316814828966
2020-08-03,"Wet","W","9S","Soil",1646.1,42.53333333,945.95880005487,29.43333333,233,222.3,"9","E",24.3139553209568,0,12.6855419065861,4.22851396886205,0,6.34277095329307,0,0,0,1.05712849221551,132.141061526939,0,1.05712849221551,24.3139553209568,2.11425698443102,0,0,0,0,47.5707821496981,0,0,0,0,0,0,0,0,7.39989944550859,10.5712849221551,1.05712849221551,0,0,0,0,6.34277095329307,143.76947494131,1.05712849221551,12.6855419065861
2020-08-03,"Wet","C","10S","Soil",1935.9,48.63333333,994.40730006453,26.76666667,233,222.3,"10","E",41.230590319821,0,0,0,0,5.02812077070988,1.00562415414198,0,7.03936907899384,1.00562415414198,42.236214473963,0,1.00562415414198,16.0899864662716,0,0,0,0,0,10.0562415414198,0,0,0,4.02249661656791,0,1.00562415414198,0,0,1.00562415414198,40.2249661656791,3.01687246242593,0,0,0,0,0,89.5005497186359,1.00562415414198,8.04499323313581
2020-05-01,"Wet","W","1S","Soil",1230.1,32.13333333,834.82786670767,29.96666667,139,257.1,"1","A",353.366258799432,0,0,0,0,3.59355517423151,0,2.39570344948767,0,0,31.1441448433397,0,64.6839931361672,27.5505896691082,0,0,0,0,0,166.501389739393,0,0,0,0,2.39570344948767,0,0,0,7.18711034846302,3.59355517423151,5.98925862371918,0,0,0,0,2.39570344948767,43.1226620907781,64.6839931361672,0
2020-05-01,"Wet","C","2S","Soil",1220.6,35.6,786.0664,26.53333333,139,257.1,"2","A",314.222818835661,1.27215716127798,0,1.27215716127798,0,7.63294296766787,0,5.08862864511191,3.81647148383394,0,81.4180583217906,0,12.7215716127798,25.4431432255596,0,0,0,0,0,137.392973418022,0,0,0,12.7215716127798,16.5380430966137,0,2.54431432255596,0,3.81647148383394,7.63294296766787,20.3545145804477,0,0,0,0,7.63294296766787,138.6651305793,15.2658859353357,3.81647148383394
2020-05-01,"Wet","W","3S","Soil",1416.5,40.26666667,846.12266661945,30,139,257.1,"3","B",151.278301657375,0,2.36372346339649,0,0,0,0,4.72744692679298,0,0,28.3646815607579,0,124.095481828316,21.2735111705684,0,0,0,0,0,88.6396298773683,0,0,0,0,0,0,0,0,31.9102667558526,5.90930865849122,0,0,0,1.18186173169824,0,4.72744692679298,34.2739902192491,124.095481828316,2.36372346339649
2020-05-01,"Wet","C","4S","Soil",1337.4,42.93333333,763.20960004458,26.36666667,139,257.1,"4","B",911.938214560385,0,1.31025605540285,0,1.31025605540285,17.0333287202371,1.31025605540285,1.31025605540285,5.24102422161141,0,52.4102422161141,0,9.17179238781996,20.9640968864456,0,0,0,0,0,116.612788930854,0,0,0,7.86153633241711,0,1.31025605540285,1.31025605540285,0,3.93076816620856,2.6205121108057,2.6205121108057,0,0,1.31025605540285,0,1.31025605540285,65.5128027701426,10.4820484432228,9.17179238781997
2020-05-01,"Wet","W","5S","Soil",1385.1,35.53333333,892.92780004617,30.26666667,139,257.1,"5","C",372.930487753637,2.23982274927109,2.23982274927109,0,0,2.23982274927109,0,0,4.47964549854218,0,33.5973412390664,0,21.2783161180754,23.5181388673465,0,0,0,0,0,141.108833204079,0,0,0,1.11991137463555,1.11991137463555,0,0,0,11.1991137463555,15.6787592448976,1.11991137463555,3.35973412390664,0,1.11991137463555,0,2.23982274927109,52.6358346078707,24.638050241982,6.71946824781328
2020-05-01,"Wet","C","6S","Soil",1030.2,29.5,726.291,26.53333333,139,257.1,"6","C",324.938626528485,0,0,4.13057576095532,0,16.5223030438213,0,4.13057576095532,13.7685858698511,0,70.2197879362404,0,15.1454444568362,97.7569596759426,0,0,0,0,0,110.148686958809,0,0,0,1.37685858698511,19.2760202177915,0,0,0,1.37685858698511,5.50743434794043,5.50743434794043,0,0,0,0,8.26115152191064,101.887535436898,15.1454444568362,13.7685858698511
2020-05-01,"Wet","W","7S","Soil",1155.5,30.7,800.7615,30.16666667,139,257.1,"7","D",710.573622732861,1.24881128775547,0,0,0,4.99524515102187,0,1.24881128775547,13.7369241653101,0,27.4738483306203,0,86.1679788551273,7.49286772653281,1.24881128775547,0,0,0,0,344.671915420509,0,0,0,0,0,0,0,0,7.49286772653281,4.99524515102187,0,1.24881128775547,0,4.99524515102187,0,3.7464338632664,32.4690934816422,87.4167901428827,13.7369241653101
2020-05-01,"Wet","C","8S","Soil",1381.3,44.3,769.3841,26.16666667,139,257.1,"8","D",638.172793017168,0,1.29974092264189,2.59948184528378,0,6.49870461320945,0,1.29974092264189,1.29974092264189,0,42.8914504471824,0,16.8966319943446,141.671760567966,2.59948184528378,0,0,0,0,29.8940412207635,0,0,0,3.89922276792567,0,1.29974092264189,0,0,0,15.5968910717027,3.89922276792567,0,0,0,0,6.49870461320945,66.2867870547364,16.8966319943446,3.89922276792567
2020-05-01,"Wet","W","9S","Soil",1355.7,34.1,893.4063,30.43333333,139,257.1,"9","E",130.95945260292,1.11931156070872,2.23862312141743,0,0,3.35793468212615,0,0,0,0,12.3124271677959,0,43.6531508676399,230.578181505996,1.11931156070872,0,0,0,0,77.2324976889014,0,0,0,0,0,0,0,0,21.2669196534656,6.7158693642523,2.23862312141743,2.23862312141743,0,0,0,2.23862312141743,21.2669196534656,45.8917739890574,2.23862312141743
